Date,Open,High,Low,Close,Adj Close,Volume
2022-08-03,6710.000000,6710.000000,6642.500000,6700.000000,6367.313965,265000
2022-08-04,6700.000000,6720.000000,6600.000000,6600.000000,6272.279785,356000
2022-08-05,6597.500000,6622.500000,6597.500000,6610.000000,6281.783203,188000
2022-08-08,6600.000000,6650.000000,6600.000000,6650.000000,6319.797363,222000
2022-08-09,6650.000000,6652.500000,6607.500000,6650.000000,6319.797363,194000
2022-08-10,6650.000000,6655.000000,6610.000000,6610.000000,6281.783203,106000
2022-08-11,6610.000000,6650.000000,6610.000000,6610.000000,6281.783203,69000
2022-08-12,6650.000000,6750.000000,6605.000000,6610.000000,6281.783203,104000
2022-08-15,6610.000000,6610.000000,6600.000000,6602.500000,6274.655762,113000
2022-08-16,6605.000000,6605.000000,6580.000000,6580.000000,6253.272461,88000
2022-08-18,6580.000000,6600.000000,6580.000000,6580.000000,6253.272461,25000
2022-08-19,6585.000000,6585.000000,6557.500000,6580.000000,6253.272461,94000
2022-08-22,6580.000000,6580.000000,6507.500000,6507.500000,6184.373047,90000
2022-08-23,6507.500000,6507.500000,6400.000000,6417.500000,6098.841309,245000
2022-08-24,6417.500000,6700.000000,6300.000000,6647.500000,6317.420898,361000
2022-08-25,6647.500000,6647.500000,6547.500000,6547.500000,6222.386719,35000
2022-08-26,6540.000000,6540.000000,6500.000000,6500.000000,6177.245117,34000
2022-08-29,6500.000000,6500.000000,6415.000000,6415.000000,6096.465820,14000
2022-08-30,6415.000000,6415.000000,6350.000000,6355.000000,6039.445313,130000
2022-08-31,6355.000000,6395.000000,6355.000000,6362.500000,6046.572754,23000
2022-09-01,6362.500000,6612.500000,6362.500000,6537.500000,6212.882813,96000
2022-09-02,6537.500000,6645.000000,6500.000000,6645.000000,6315.045410,155000
2022-09-05,6645.000000,6747.500000,6645.000000,6700.000000,6367.313965,278000
2022-09-06,6777.500000,6820.000000,6607.500000,6800.000000,6462.348633,117000
2022-09-07,6800.000000,6810.000000,6700.000000,6705.000000,6372.065918,70000
2022-09-08,6705.000000,6705.000000,6602.500000,6602.500000,6274.655762,89000
2022-09-09,6602.500000,6602.500000,6550.000000,6597.500000,6269.903809,83000
2022-09-12,6600.000000,6600.000000,6532.500000,6532.500000,6208.131348,113000
2022-09-13,6535.000000,6650.000000,6535.000000,6650.000000,6319.797363,39000
2022-09-14,6650.000000,6660.000000,6537.500000,6540.000000,6215.259277,80000
2022-09-15,6537.500000,6647.500000,6537.500000,6625.000000,6296.038574,167000
2022-09-16,6897.500000,6897.500000,6510.000000,6620.000000,6291.286621,122000
2022-09-19,6620.000000,6652.500000,6500.000000,6615.000000,6286.535156,178000
2022-09-20,6615.000000,6615.000000,6522.500000,6522.500000,6198.627930,30000
2022-09-21,6522.500000,6530.000000,6510.000000,6530.000000,6205.755859,96000
2022-09-22,6525.000000,6765.000000,6500.000000,6570.000000,6243.769043,185000
2022-09-23,6572.500000,6580.000000,6537.500000,6540.000000,6215.259277,144000
2022-09-26,6550.000000,6650.000000,6540.000000,6550.000000,6224.762695,225000
2022-09-27,6650.000000,6690.000000,6550.000000,6550.000000,6224.762695,480000
2022-09-28,6550.000000,6700.000000,6550.000000,6697.500000,6364.938477,71000
2022-09-29,6697.500000,6700.000000,6600.000000,6600.000000,6272.279785,221000
2022-09-30,6600.000000,6700.000000,6552.500000,6700.000000,6367.313965,192000
2022-10-03,6700.000000,6700.000000,6600.000000,6612.500000,6284.159180,173000
2022-10-04,6612.500000,6700.000000,6597.500000,6685.000000,6353.059082,332000
2022-10-05,6685.000000,6810.000000,6682.500000,6720.000000,6386.321289,301000
2022-10-06,6720.000000,6750.000000,6655.000000,6730.000000,6395.824707,338000
2022-10-07,6730.000000,6787.500000,6687.500000,6770.000000,6433.838379,297000
2022-10-10,6770.000000,6840.000000,6767.500000,6827.500000,6488.482910,273000
2022-10-11,6820.000000,6880.000000,6792.500000,6877.500000,6536.000488,388000
2022-10-12,6880.000000,8000.000000,6880.000000,7095.000000,6742.700684,448000
2022-10-13,7095.000000,7350.000000,7075.000000,7292.500000,6930.394043,303000
2022-10-14,7292.500000,7450.000000,7152.500000,7232.500000,6873.373047,244000
2022-10-17,7290.000000,7290.000000,7210.000000,7260.000000,6899.507813,223000
2022-10-18,7262.500000,7270.000000,7250.000000,7257.500000,6897.131836,333000
2022-10-19,7257.500000,7257.500000,7100.000000,7187.500000,6830.607910,196000
2022-10-20,7180.000000,7185.000000,7120.000000,7120.000000,6766.459473,71000
2022-10-21,7120.000000,7120.000000,7100.000000,7100.000000,6747.452148,169000
2022-10-24,7100.000000,7100.000000,7015.000000,7017.500000,6669.049316,50000
2022-10-25,7017.500000,7250.000000,7017.500000,7050.000000,6699.935547,147000
2022-10-26,7080.000000,7130.000000,7075.000000,7095.000000,6742.700684,160000
2022-10-27,7100.000000,7210.000000,7077.500000,7077.500000,6726.069824,424000
2022-10-28,7077.500000,7255.000000,7077.500000,7210.000000,6851.990234,280000
2022-10-31,7280.000000,7400.000000,7280.000000,7350.000000,6985.039063,213000
2022-11-01,7350.000000,7362.500000,7280.000000,7300.000000,6937.521484,198000
2022-11-02,7300.000000,7302.500000,7262.500000,7262.500000,6901.883301,78000
2022-11-03,7262.500000,7297.500000,7187.500000,7290.000000,6928.018066,171000
2022-11-04,7290.000000,7290.000000,7280.000000,7290.000000,6928.018066,109000
2022-11-07,7315.000000,7330.000000,7210.000000,7330.000000,6966.031738,157000
2022-11-08,7330.000000,7350.000000,7255.000000,7257.500000,6897.131836,115000
2022-11-09,7257.500000,7257.500000,7230.000000,7232.500000,6873.373047,131000
2022-11-10,7232.500000,7232.500000,7210.000000,7230.000000,6870.997559,538000
2022-11-11,7232.500000,7310.000000,7230.000000,7310.000000,6947.024902,145000
2022-11-14,7310.000000,7320.000000,7305.000000,7305.000000,6942.272949,357000
2022-11-15,7305.000000,7397.500000,7305.000000,7350.000000,6985.039063,96000
2022-11-16,7350.000000,7687.500000,7350.000000,7597.500000,7220.249512,224000
2022-11-17,7597.500000,8470.000000,7595.000000,8397.500000,7980.525391,282000
2022-11-18,8390.000000,8900.000000,8272.500000,8630.000000,8201.481445,327000
2022-11-21,8655.000000,9450.000000,8655.000000,9200.000000,8743.177734,517000
2022-11-22,9200.000000,9750.000000,9200.000000,9255.000000,8795.447266,624000
2022-11-23,9255.000000,9700.000000,9255.000000,9450.000000,8980.764648,488000
2022-11-24,9437.500000,9700.000000,9125.000000,9300.000000,8838.211914,247000
2022-11-25,9300.000000,9300.000000,9112.500000,9145.000000,8690.909180,67000
2022-11-28,9145.000000,9500.000000,9145.000000,9315.000000,8852.467773,113000
2022-11-29,9315.000000,9500.000000,9235.000000,9235.000000,8776.439453,108000
2022-11-30,9240.000000,9312.500000,9240.000000,9310.000000,8847.715820,33000
2022-12-01,9310.000000,9700.000000,9310.000000,9450.000000,8980.764648,2600000
2022-12-02,9675.000000,11325.000000,9425.000000,11325.000000,10762.662109,2032000
2022-12-05,11700.000000,13575.000000,11550.000000,13575.000000,12900.939453,1659900
2022-12-06,13600.000000,16275.000000,13575.000000,14625.000000,13898.801758,3473400
2022-12-07,14900.000000,15800.000000,14600.000000,15225.000000,14469.008789,1579300
2022-12-08,15300.000000,15550.000000,14175.000000,14550.000000,13827.526367,1289900
2022-12-09,14550.000000,14700.000000,13550.000000,13550.000000,12877.179688,1314000
2022-12-12,13450.000000,13600.000000,12625.000000,13000.000000,12354.490234,1222000
2022-12-13,13025.000000,13950.000000,13000.000000,13175.000000,12520.800781,956100
2022-12-14,13250.000000,13625.000000,13175.000000,13300.000000,12639.594727,940800
2022-12-15,13350.000000,13350.000000,13000.000000,13175.000000,12520.800781,273800
2022-12-16,13175.000000,13950.000000,13000.000000,13950.000000,13257.318359,675500
2022-12-19,14000.000000,14350.000000,13600.000000,14150.000000,13447.387695,1095100
2022-12-20,14000.000000,16950.000000,13750.000000,16300.000000,16020.776367,2896500
2022-12-21,16325.000000,18500.000000,16300.000000,18450.000000,18133.947266,3483500
2022-12-22,18500.000000,18650.000000,17450.000000,18050.000000,17740.798828,2298000
2022-12-23,18000.000000,18850.000000,17650.000000,18575.000000,18256.804688,1991200
2022-12-26,18550.000000,21700.000000,18500.000000,20575.000000,20222.544922,2805600
2022-12-27,20625.000000,24325.000000,20625.000000,23400.000000,22999.152344,7500800
2022-12-28,23550.000000,24800.000000,21775.000000,21775.000000,21401.988281,5147600
2022-12-29,21775.000000,22775.000000,20275.000000,20725.000000,20369.974609,4600200
2022-12-30,20725.000000,21475.000000,19825.000000,21000.000000,20640.263672,2699500
2023-01-02,21000.000000,21775.000000,20875.000000,21250.000000,20885.982422,1133500
2023-01-03,21300.000000,21675.000000,21175.000000,21300.000000,20935.125000,814200
2023-01-04,21450.000000,21450.000000,21100.000000,21125.000000,20763.123047,619900
2023-01-05,21125.000000,21250.000000,19800.000000,19975.000000,19632.822266,2500600
2023-01-06,19975.000000,21550.000000,19825.000000,20575.000000,20222.544922,1286700
2023-01-09,20675.000000,21300.000000,20025.000000,20325.000000,19976.828125,997000
2023-01-10,20375.000000,20700.000000,19975.000000,20650.000000,20296.259766,510500
2023-01-11,20675.000000,21050.000000,20500.000000,20650.000000,20296.259766,571700
2023-01-12,20650.000000,20725.000000,19675.000000,19925.000000,19583.679688,1059300
2023-01-13,20000.000000,20700.000000,20000.000000,20150.000000,19804.826172,681600
2023-01-16,20250.000000,20250.000000,19800.000000,20100.000000,19755.681641,691000
2023-01-17,20100.000000,20150.000000,19900.000000,19900.000000,19559.107422,574800
2023-01-18,20000.000000,20250.000000,19900.000000,20075.000000,19731.109375,690800
2023-01-19,20075.000000,20150.000000,19900.000000,20075.000000,19731.109375,499100
2023-01-20,19950.000000,22025.000000,19950.000000,21675.000000,21303.701172,1630200
2023-01-24,21800.000000,22300.000000,20700.000000,20975.000000,20615.693359,1015500
2023-01-25,20975.000000,21050.000000,20500.000000,20900.000000,20541.978516,558400
2023-01-26,20850.000000,20850.000000,19800.000000,19975.000000,19632.822266,1706800
2023-01-27,20000.000000,20400.000000,19875.000000,20000.000000,19657.394531,841300
2023-01-30,20025.000000,20475.000000,20000.000000,20025.000000,19681.966797,303200
2023-01-31,20025.000000,20150.000000,19900.000000,20100.000000,19755.681641,547400
2023-02-01,20100.000000,20100.000000,19850.000000,19875.000000,19534.537109,388500
2023-02-02,19850.000000,20000.000000,19500.000000,19900.000000,19559.107422,615500
2023-02-03,19875.000000,19900.000000,18525.000000,19000.000000,18674.525391,1264300
2023-02-06,18800.000000,19000.000000,18025.000000,18750.000000,18428.808594,591900
2023-02-07,18900.000000,19575.000000,18750.000000,19400.000000,19067.673828,568200
2023-02-08,19525.000000,19800.000000,19000.000000,19175.000000,18846.527344,632100
2023-02-09,19175.000000,19375.000000,19050.000000,19225.000000,18895.669922,215600
2023-02-10,19100.000000,19225.000000,18850.000000,18850.000000,18527.093750,318000
2023-02-13,18850.000000,19250.000000,18775.000000,18900.000000,18576.238281,441500
2023-02-14,18900.000000,18950.000000,18675.000000,18900.000000,18576.238281,375700
2023-02-15,18900.000000,19025.000000,18675.000000,18750.000000,18428.808594,335700
2023-02-16,18750.000000,18800.000000,18325.000000,18775.000000,18453.378906,444600
2023-02-17,18750.000000,18750.000000,18500.000000,18575.000000,18256.804688,245900
2023-02-20,18550.000000,18575.000000,18100.000000,18300.000000,17986.515625,227900
2023-02-21,18300.000000,18750.000000,18300.000000,18475.000000,18158.517578,321400
2023-02-22,18525.000000,18675.000000,18250.000000,18575.000000,18256.804688,365600
2023-02-23,18575.000000,18775.000000,18375.000000,18700.000000,18379.664063,311600
2023-02-24,18725.000000,18850.000000,18500.000000,18800.000000,18477.951172,174800
2023-02-27,18825.000000,19200.000000,18825.000000,18975.000000,18649.953125,285600
2023-02-28,19000.000000,19200.000000,19000.000000,19200.000000,18871.099609,420700
2023-03-01,19200.000000,19300.000000,18300.000000,18750.000000,18428.808594,377700
2023-03-02,18750.000000,18950.000000,18750.000000,18925.000000,18600.810547,102200
2023-03-03,19050.000000,19050.000000,18825.000000,18950.000000,18625.380859,169600
2023-03-06,18950.000000,19000.000000,17625.000000,18800.000000,18477.951172,489800
2023-03-07,18800.000000,18800.000000,18300.000000,18600.000000,18281.376953,249000
2023-03-08,18600.000000,18600.000000,18350.000000,18575.000000,18256.804688,131200
2023-03-09,18575.000000,18700.000000,18375.000000,18675.000000,18355.091797,147100
2023-03-10,18675.000000,18700.000000,18450.000000,18650.000000,18330.521484,136200
2023-03-13,18600.000000,20250.000000,18400.000000,19550.000000,19215.103516,657800
2023-03-14,19550.000000,19600.000000,18825.000000,19200.000000,18871.099609,388100
2023-03-15,19200.000000,19300.000000,18950.000000,19200.000000,18871.099609,202600
2023-03-16,19200.000000,19200.000000,18600.000000,19100.000000,18772.812500,221000
2023-03-17,19000.000000,19775.000000,18900.000000,19725.000000,19387.105469,681500
2023-03-20,19725.000000,19725.000000,19225.000000,19350.000000,19018.529297,203200
2023-03-21,19425.000000,19425.000000,19075.000000,19400.000000,19067.673828,161500
2023-03-24,19400.000000,19500.000000,19325.000000,19450.000000,19116.816406,253600
2023-03-27,19500.000000,19550.000000,19250.000000,19275.000000,18944.814453,142700
2023-03-28,19250.000000,19450.000000,19100.000000,19400.000000,19067.673828,274500
2023-03-29,19400.000000,20000.000000,19400.000000,19900.000000,19559.107422,564400
2023-03-30,19900.000000,20925.000000,19850.000000,20750.000000,20394.546875,720300
2023-03-31,20750.000000,20900.000000,20100.000000,20775.000000,20419.119141,440300
2023-04-03,20775.000000,20900.000000,20650.000000,20900.000000,20541.978516,307400
2023-04-04,21000.000000,21725.000000,20825.000000,21500.000000,21131.699219,609600
2023-04-05,21500.000000,21650.000000,21200.000000,21650.000000,21279.130859,196200
2023-04-06,21650.000000,21750.000000,21300.000000,21500.000000,21131.699219,243900
2023-04-10,21500.000000,21725.000000,21300.000000,21500.000000,21131.699219,161000
2023-04-11,21475.000000,21500.000000,20275.000000,21500.000000,21131.699219,427000
2023-04-12,21500.000000,21500.000000,20675.000000,20800.000000,20443.691406,282800
2023-04-13,20750.000000,20800.000000,19600.000000,20100.000000,19755.681641,456100
2023-04-14,20100.000000,20300.000000,19500.000000,20150.000000,19804.826172,161900
2023-04-17,20150.000000,20500.000000,20000.000000,20500.000000,20148.830078,160800
2023-04-18,20500.000000,20900.000000,20300.000000,20800.000000,20443.691406,271000
2023-04-26,20800.000000,21475.000000,20600.000000,21350.000000,20984.269531,470100
2023-04-27,21425.000000,23800.000000,21350.000000,22950.000000,22556.861328,1369600
2023-04-28,22950.000000,23000.000000,21350.000000,21500.000000,21131.699219,829400
2023-05-02,21625.000000,21825.000000,20825.000000,21225.000000,20861.410156,337000
2023-05-03,21225.000000,21400.000000,20800.000000,20800.000000,20443.691406,324800
2023-05-04,20750.000000,21250.000000,20150.000000,21200.000000,20836.837891,273300
2023-05-05,21150.000000,21200.000000,20525.000000,20675.000000,20320.832031,223700
2023-05-08,20700.000000,20800.000000,20275.000000,20675.000000,20320.832031,215200
2023-05-09,20675.000000,20675.000000,20350.000000,20350.000000,20350.000000,148400
2023-05-10,20500.000000,20650.000000,20200.000000,20400.000000,20400.000000,212800
2023-05-11,20400.000000,20400.000000,19850.000000,19900.000000,19900.000000,266500
2023-05-12,19900.000000,20100.000000,19425.000000,19425.000000,19425.000000,230900
2023-05-15,19425.000000,19475.000000,18575.000000,18875.000000,18875.000000,254300
2023-05-16,18875.000000,19375.000000,18525.000000,19150.000000,19150.000000,165500
2023-05-17,19150.000000,19325.000000,18750.000000,18900.000000,18900.000000,169700
2023-05-19,18900.000000,19050.000000,18650.000000,18900.000000,18900.000000,151200
2023-05-22,18825.000000,19125.000000,18750.000000,18975.000000,18975.000000,97100
2023-05-23,19000.000000,19200.000000,19000.000000,19100.000000,19100.000000,102600
2023-05-24,19175.000000,19200.000000,19000.000000,19025.000000,19025.000000,104000
2023-05-25,18900.000000,19000.000000,18725.000000,18900.000000,18900.000000,189400
2023-05-26,18875.000000,18875.000000,18150.000000,18150.000000,18150.000000,286700
2023-05-29,18200.000000,18200.000000,17275.000000,17275.000000,17275.000000,413600
2023-05-30,17275.000000,17475.000000,16075.000000,16075.000000,16075.000000,461800
2023-05-31,16075.000000,16100.000000,14950.000000,15000.000000,15000.000000,881700
2023-06-05,15000.000000,15450.000000,13950.000000,14725.000000,14725.000000,791100
2023-06-06,14725.000000,15725.000000,13400.000000,13400.000000,13400.000000,1459300
2023-06-07,13450.000000,14200.000000,13200.000000,13400.000000,13400.000000,977400
2023-06-08,13400.000000,13700.000000,13325.000000,13575.000000,13575.000000,233800
2023-06-09,13625.000000,14250.000000,13625.000000,14200.000000,14200.000000,307000
2023-06-12,14200.000000,15800.000000,14200.000000,15750.000000,15750.000000,620400
2023-06-13,15750.000000,16625.000000,15750.000000,16100.000000,16100.000000,699400
2023-06-14,16200.000000,16450.000000,15250.000000,15700.000000,15700.000000,469000
2023-06-15,15725.000000,15775.000000,15225.000000,15400.000000,15400.000000,96000
